ID	bs_f_1	bs_f_2	bs_f_3	bs_f_4	bs_f_5	bs_f_6	bs_f_7	bs_f_8
Zotu18891				1				
Zotu6197	2	3	2	1				2
Zotu1859	2	1	4	7	6	9	6	14
Zotu2016	3	4	6	2	5	5	7	15
Zotu1984			2		4		5	
Zotu5384			1			1	3	1
Zotu16088		1	1				1	
Zotu7290	2	3			2			
Zotu16126				1				
Zotu20660					2			
Zotu1435	11	13	16	12	10	8	3	7
Zotu229	56	58	57	56	83	53	25	40
Zotu509	26	17	37	31	35	34	24	18
Zotu1376	21	22	18	16	14	8	5	16
Zotu803	21	19	25	10	30	24	15	13
Zotu271	35	61	40	48	59	63	36	42
Zotu3856	4		1	2	8	5		3
Zotu945		1	3	1			2	4
Zotu1808							1	
Zotu5050								9
Zotu2774								1
Zotu8926			1	1				
Zotu10678					1			
Zotu12344								
Zotu8903								
Zotu12272								
Zotu1785		5		5	3	2	1	5
Zotu6177	2		4		1	5	1	1
Zotu2178	4	2	3	3	3	1	6	2
Zotu3115		1	4		3	3	3	3
Zotu9836								
Zotu9340	2	1				1		1
Zotu7844	1	2	2		1	1		1
Zotu726	21	21	18	10	9	9	10	9
Zotu3043	1	6	2	2	6	3	5	1
Zotu4282		3	1				2	
Zotu5372	3	3	6	2	3	1	2	6
Zotu6041			2	1	3		1	1
Zotu1083	7	6	9	9	11	20	9	15
Zotu3953				1	1	3	3	1
Zotu18986			1					
Zotu10418						1		
Zotu20355								
Zotu678	6	4	8	5	14	6	16	10
Zotu3644	1	2	3	2	3	1	1	4
Zotu4065	2	2	2			2	1	
Zotu6903								
Zotu3209								
Zotu11374		1				2		
Zotu18806						1		
Zotu19523		1						
Zotu16274		1		1				
Zotu8853		1		2	1			
Zotu4501	1				2	1	3	
Zotu10697								
Zotu20782					1		2	
Zotu4419		1		3	2	3	5	1
Zotu11176				2		1		
Zotu242	12	22	31	24	48	39	60	45
Zotu1038	4	2	2	7	7	11	5	14
Zotu19639								1
Zotu10232								
Zotu2694	2	4	3	2		5	5	4
Zotu504	8	5	7	16	18	23	29	34
Zotu727	7	8	11	10	17	25	16	17
Zotu19651		2	2	2	2	2	1	2
Zotu1452	5	1	4	4	4	4	3	4
Zotu3445	4		1	2		1	2	1
Zotu151	47	63	72	50	53	61	72	72
Zotu1838	5	1	3	3	1		9	5
Zotu5619			1	2	1			4
Zotu3524		2	5	3	1	3	5	
Zotu17393	1	1						2
Zotu19182	1				1			
Zotu13702					1		1	
Zotu9005				1		1	1	
Zotu20766				1	1	2	1	1
Zotu12204							1	
Zotu1428			1		2	1		1
Zotu3181	1	1	2	1	4	5	1	5
Zotu18756								2
Zotu17533							1	
Zotu16233								
Zotu16503								1
Zotu8192			1			1	2	
Zotu10343	2	1	1					3
Zotu15488								
Zotu7971				3	2			
Zotu11780		1						
Zotu7556				1	2	2		2
Zotu2060		2	3	2	1	4	4	8
Zotu8506				1			2	2
Zotu12252							1	
Zotu11130	1	1		1	1		1	
Zotu19377	1				1		1	
Zotu9968			1	1		1		
Zotu2219	4	2	4	9	2	4	7	6
Zotu18368								
Zotu2638	1				1		3	1
Zotu11508			1					
Zotu8005	2		4	3				
Zotu7039					1	1		
Zotu18505		3						
Zotu17125		3						
Zotu9616			2					1
Zotu7574		1	2			1	3	1
Zotu6474	2	2			3		3	2
Zotu19922	1			1				1
Zotu12066								
Zotu8583			3					
Zotu11864	2	1		2	1	2		
Zotu4882	1	2	1	1	3	1	2	2
Zotu3980	1	2		2	1	2	2	
Zotu15846							1	
Zotu4746		2		3	2	1	3	2
Zotu7831				1		1		3
Zotu11225			2				3	
Zotu20621				1				
Zotu18713		1	1		1			
Zotu18780								
Zotu18885							1	
Zotu13071					1			
Zotu3390			1		2			
Zotu526	5	1	1	1	4	2	3	3
Zotu7460						2	3	1
Zotu18856				1	1			
Zotu1811	6	2	11	3	4	13	4	6
Zotu4125			1	3		2	3	2
Zotu15434								
Zotu1588	2	1	4	1	2	1		3
Zotu14473		1				1		
Zotu18675						1		
Zotu3051		1	2	1				
Zotu7710				1				
Zotu17990					2			
Zotu11594					3			
Zotu19947						1	1	
Zotu10448								
Zotu12962	2			2			3	1
Zotu15004					1	1		1
Zotu7411						2	1	1
Zotu11260				2				1
Zotu2807	2			1	1	1		
Zotu5649								
Zotu3689		2	6	3	2	1		3
Zotu7007			3	1				
Zotu1193	8	4	21	1	15	7	7	9
Zotu4159		3	2	7	2	3		1
Zotu9956								1
Zotu3547					1			1
Zotu10564		1	2		1	2		
Zotu2273	3	1	10	7	4	8	1	6
Zotu16624					1			1
Zotu9925		2					1	
Zotu11581	2	2		2			1	1
Zotu19457							2	
Zotu4255	1	1	4	2	2	1	6	3
Zotu6971		4		2		2	2	
Zotu18592								
Zotu3943	1	1	6	4	1		2	4
Zotu20561	1							
Zotu11222	2		1	1	1	1		
Zotu7349			2		1		5	
Zotu1792	4	10	5	4	3	1	2	3
Zotu17190	3					1		
Zotu10930	1	1						1
Zotu14483								
Zotu14116	1							
Zotu11771								
Zotu2745		2	2	1	3	7	1	5
Zotu4414	2	1	3		1	2	4	1
Zotu8077	2	1	3		1	4		
Zotu7299	1			2	1		1	1
Zotu4387	1		1	1	3			1
Zotu5116		3	2	1	2	3		1
Zotu3251	5	4	1	2	2	3		2
Zotu19497			1					
Zotu11876								
Zotu17670								2
Zotu14095				2	3	1		
Zotu16956								
Zotu3200	1		2	1	2	3		1
Zotu3708								
Zotu17096						2	1	
Zotu18972	1					1		
Zotu10715		1	1	2	2			1
Zotu19412		1		1				1
Zotu14017		1		1	2	2	1	
Zotu14625		2	2					
Zotu12681			1			1	1	
Zotu17922	1							1
Zotu4068	2	3	6	5	1	6	1	3
Zotu16533	1			1				
Zotu14177								
Zotu18590				2			2	
Zotu14120		1				1	1	
Zotu11770					2			
Zotu14229								
Zotu10107	1				1			
Zotu12776						1		
Zotu14266				1				
Zotu6147	1		1			3	3	1
Zotu1336		9	15	5	5	4	5	2
Zotu1384	5	5	5	4	4	11	9	5
Zotu14509								
Zotu17281					1			
Zotu4292	2	2	1	3	2	3	3	2
Zotu13310	1							
Zotu9985			1			1		
Zotu10135		2			1			1
Zotu20657								
Zotu15336								1
Zotu13149					1			
Zotu1940		8	10	17	4	5	5	12
Zotu14009						1		
Zotu18786	1		1		1		1	
Zotu9101	1	1	2		1			2
Zotu15436					1	1	1	
Zotu6326				2		3		
Zotu10080							1	
Zotu6980				1		1		
Zotu5613	1	1	5	6	2	5	2	2
Zotu20275								2
Zotu12551			1					1
Zotu19104					1			
Zotu6385		3	1		2			
Zotu5528	1		2	2	1		1	7
Zotu12522	1	1	1		1		1	
Zotu17338		3						
Zotu2392	2	5	3	1	3	2	4	12
Zotu1293	1	2	4	3	8	6	6	11
Zotu3398	1	1	7	2	1		4	5
Zotu12517		1		1				
Zotu3119	4	1	4	2	7	1	1	
Zotu5037	4	1			1			2
Zotu14194								
Zotu2546	1	3	2	3	1	2	2	2
Zotu6324	1	1			1		2	1
Zotu4979	1				1	2		4
Zotu14728								
Zotu11491	2				1			2
Zotu7420		3						
Zotu18140	1	2						2
Zotu18648					1		1	
Zotu20118				1				
Zotu18957								
Zotu7400	1		2					2
Zotu5730		2		1		2	3	2
Zotu12007						1		
Zotu5070		2	1	5	1	1		
Zotu9700		1	1			1		
Zotu12280				2				
Zotu1854	4	7	5	4	9	7	7	5
Zotu3461		7	2	5	1	4	2	5
Zotu15991	1							1
Zotu18177								
Zotu15120								
Zotu3901	1	8	2	5	2	2	3	1
Zotu17078								
Zotu5581		2		4	2	2		2
Zotu15123		1						
Zotu7277	1	2		3	2	3	1	3
Zotu20048		1						
Zotu6539	1					2		1
Zotu5351		1		3	2			2
Zotu13934	2				1			
Zotu12885						1		
Zotu20145			1	3		1	2	1
Zotu4681			1	2		1		1
Zotu4701			2		1			1
Zotu19036		1						
Zotu16753		5						
Zotu18443		5						
Zotu19587	1			2			1	
Zotu8779		1		1			3	1
Zotu14027							1	
Zotu9062							2	
Zotu6739		3	1	5	2		1	
Zotu15574								
Zotu19382						1		1
Zotu13856	1							
Zotu11619		1		1				1
Zotu3297		1	3				1	
Zotu10094								
Zotu5791	1							
Zotu2782						1		1
Zotu12714								
Zotu17090						1		
Zotu9728			1					
Zotu18825								
Zotu10584	1		1	1				1
Zotu17557								
Zotu15768			1		4			
Zotu11584						2	2	
Zotu16586			1				1	
Zotu8132		2	3	5		1	2	
Zotu12398				2			1	
Zotu8652								3
Zotu892		4	8	1	3	11	9	7
Zotu10209							1	
Zotu11644		1						
Zotu11124						1		
Zotu10122					1		3	
Zotu14404								
Zotu3747								
Zotu2095	5	3	2	1	4	7	3	4
Zotu8082		3	4	2	2			1
Zotu2376					1			
Zotu2539		2						
Zotu8559				1			6	
Zotu19885								
Zotu2374	1		1					1
Zotu13464		1	2		3			
Zotu6143	1			3	1		1	
Zotu7549	1	2	1	8				
Zotu20411						2		
Zotu20456								
Zotu12984	6			1				
Zotu1281		6	4	1	1	3	2	5
Zotu12957						2		
Zotu16447		1						
Zotu9701					1			
Zotu19777								
Zotu13784			1	1			1	
Zotu16332								
Zotu19383					1			
Zotu14929								
Zotu19528								
Zotu20781								
Zotu1845	2	1	19		7	5	6	8
Zotu2877			3	1	2	4	6	8
Zotu6901	1	1				1	1	17
Zotu9946					1			
Zotu16764						3		
Zotu5164	5	8	3	9		3	7	8
Zotu20425								
Zotu1839	2	2	8	7	2	2	5	9
Zotu4760	7		5	3	2	1	2	2
Zotu17033								
Zotu15581								
Zotu20553								
Zotu9214								
Zotu12864				1				1
Zotu3376							11	
Zotu1410	1	5	8	4	8	14	10	6
Zotu15706					1			
Zotu16195					3			
Zotu5980		3		1	1	3		6
Zotu12265			1					1
Zotu15614								
Zotu17530					6			
Zotu4450					4		1	
Zotu20583			9					1
Zotu14026					1	4		
Zotu8102						1		
Zotu6427		1			1	1		3
Zotu11005			4	1		1		
Zotu16635					2			
Zotu18944								1
Zotu13608	8							
Zotu16938	7					1		
Zotu5300						3		
Zotu15110								
Zotu14783		1				2		
Zotu9099				1				
Zotu7443			7		1			
Zotu20603	1							
Zotu12303		1	8					
Zotu20387			1					
Zotu11839					2			
Zotu16953								
Zotu13496								
Zotu14240								
Zotu13651					1			
Zotu10319			3	1		3		
Zotu15016								
Zotu7228								
Zotu11042				1				
Zotu15152								
Zotu12856			2					
Zotu20356								
Zotu4761	1		10		4			
Zotu12535								
Zotu10587				1		1		
Zotu13861				1				
Zotu15067		1		1				
Zotu1424		6	10	13	3	3	5	34
Zotu1946		4	6	15	2	13	21	3
Zotu8466		1			2	1		
Zotu16046		1					1	
Zotu2776	2	8	3	10	3	1	3	1
Zotu13414			3					3
Zotu13622		3						1
Zotu3154			1					
Zotu6976						1		3
Zotu14378								
Zotu8327							1	3
Zotu10554							1	
Zotu20687		1		1				
Zotu20055								
Zotu11525				4			1	1
Zotu15666				1			1	
Zotu2576	1	1				1		
Zotu19548					1			
Zotu15356								1
Zotu20857								
Zotu11472								1
Zotu16230						2		2
Zotu16798							1	
Zotu7012	1				1	1	1	2
Zotu16114			1					
Zotu1595	3	4	8	12	7	8	6	9
Zotu16479						1		
Zotu3549	3	1	4	4	1	1	8	2
Zotu5511	2	1	2			2	2	
Zotu7989						2		
Zotu3412	1	1	6					
Zotu16013			1					
Zotu798	12	6	11	7	9	16	15	17
Zotu1307	5	4	12	2	7	7	7	5
Zotu17378				1				
Zotu3577		3	4	3	1		11	8
Zotu3548	2	3	6	2	3	3	1	4
Zotu6302			1			2	3	2
Zotu6595					2	1	2	1
Zotu14878								
Zotu1478	1	4	3	3		3	4	3
Zotu5419	1	1		2			1	
Zotu8932	2		1				2	1
Zotu2457	1	2	3	1	4	2	7	4
Zotu633	3	10	12	11	11	19	19	13
Zotu14354				1				
Zotu12753	1							
Zotu20498				1				2
Zotu2958		6	5	2	4	4	5	4
Zotu19958								
Zotu1871	5	5	3	3	10	6	8	5
Zotu10770	1				1	3		1
Zotu6942	2	1				1	1	
Zotu18973				2			2	
Zotu814	4	6	7	12	10	19	22	18
Zotu14637				1	1		1	
Zotu1885	2	4	1		7	7		8
Zotu2590	2	2	2		2		7	8
Zotu11607	1						2	2
Zotu4247				3	1	2	3	2
Zotu4796			1	2				1
Zotu3334			5	5	1	3	3	3
Zotu2701				2				
Zotu10419								
Zotu15721								
Zotu12130							1	1
Zotu8676		4			2			
Zotu10648		1	1					1
Zotu18431		1			1			
Zotu4933	4	1	1		1	2		2
Zotu1874			3	2		1	7	3
Zotu1490	3	7	9	6	7	5	6	11
Zotu5699			1		1		1	2
Zotu18234								
Zotu12275								1
Zotu15928		1	1	1			3	1
Zotu17832		1						
Zotu9792					1	1	2	
Zotu12410					4	1	1	2
Zotu12902			1	2				
Zotu3150	3	3	1	3	3	6	3	1
Zotu14569					1		1	
Zotu5740		1	2	2	1	4		2
Zotu14541	1							
Zotu20617						1		
Zotu9724	1		1			2		1
Zotu9480			1	1			2	
Zotu20307							1	
Zotu5168	1		2	1	1	2	2	
Zotu15994				1		1		
Zotu1009	8	8	9	10	5	15	5	6
Zotu2750	1	1	1		9	3	3	1
Zotu1766	1	5			5			
Zotu16489								
Zotu2655				2				
Zotu12874			3	1			2	1
Zotu14887			3		1		5	
Zotu18700			1					3
Zotu16591			1		2			1
Zotu19676			1	1	3	2		
Zotu20736	1			1				
Zotu19533			4					
Zotu5416		7	4					
Zotu12245	1							
Zotu11959	3				1			
Zotu8166								
Zotu1891	5	4	10	9	7	5	5	1
Zotu7437		6	8	4	4		5	3
Zotu1486	10	8	17	7	12	2	3	1
Zotu8589		2		5				
Zotu17651				2		1		
Zotu13957	6		2		1	1		
Zotu8049	1	2	3	4	4		1	1
Zotu12134		1		1	2			1
Zotu8065		2	2	2	1			
Zotu16146								
Zotu8865	2	5	3	3	3	2		
Zotu10065		4	3	1	6	2		
Zotu11027			2	1				
Zotu4990	2	5	2	3	5	3		1
Zotu6775	3	1	2	4	4		1	
Zotu13716		6	3		1	1		1
Zotu14977	1			1	1	1		
Zotu12577		1		1				1
Zotu18560								
Zotu12408			1					
Zotu7823			1	1	1		2	
Zotu2914	2	1	8		1	3		3
Zotu15458						2		
Zotu12186								
Zotu8706		1	4		3			
Zotu10929			4			1		
Zotu7772				2				1
Zotu19801								
Zotu8416		1	1	1	1			1
Zotu12786		1	2		3		1	
Zotu638	16	7	21	17	15	13	28	25
Zotu7958			2					
Zotu10635	2							
Zotu7380	1		1	1		2		6
Zotu2251	10	1	12	6	4	3	5	2
Zotu17515		1						
Zotu5595	2				1	1		
Zotu11096			2	1				2
Zotu20636								1
Zotu18800								
Zotu18380							1	
Zotu18960	1	1	3	1	1			
Zotu6665	1	2	1		2	1	7	1
Zotu13961	2							1
Zotu7293								
Zotu16761								
Zotu8530	1	1	3	1		5		
Zotu6714	1	3	2		1	2	1	
Zotu5942	1		1		1			6
Zotu7912			2		1	1	1	
Zotu12254						3		
Zotu5948		1	2	1		2	1	2
Zotu1966		4	9	2	1	3	3	10
Zotu3645	2	1	1	1				4
Zotu9541		1	3			1	1	7
Zotu2626			2	1		4	3	8
Zotu3455	1		3		2	1	13	1
Zotu18595								
Zotu10263		6	1	1		2	2	
Zotu19039			3					
Zotu11476	1	1	1			2		
Zotu6099	1		2	1		2	2	
Zotu5609	1	4	3	2	5	2	6	5
Zotu15777						1	4	
Zotu7902	1		3				1	
Zotu3172		4	12	3	10	8	6	6
Zotu896	3	14	11	12	4	21	14	13
Zotu4206	2	3	1	2			4	3
Zotu2616	3	4	7	4	4	7	4	6
Zotu11284						3	1	
Zotu2283	1	5	9	4	4	8	11	5
Zotu17451								
Zotu18407							1	
Zotu19401							2	
Zotu20532						1		
Zotu5114		1			1		4	2
Zotu19543								
Zotu8678		3						
Zotu2410	2	1	3		2	3	5	1
Zotu9603		1				1		
Zotu18967						1		
Zotu18474								
Zotu9140	1	2			1			1
Zotu20005								
Zotu16807								
Zotu9206								
Zotu8573	1			3		1		
Zotu4340	2	4	7	3		3	4	2
Zotu9438	1		1	1				
Zotu13382								
Zotu10198		1				1		
Zotu19992								
Zotu7697			1					
Zotu7401						3		
Zotu9656		2	1			1		
Zotu3790	1		1	3		2	1	
Zotu9321		1		2	2			
Zotu2624			3	2	1	1	4	1
Zotu8017	1	1				1	2	3
Zotu15203								
Zotu8951	1			2		1	1	2
Zotu17843		1						
Zotu20022								
Zotu10221		1	1					
Zotu9018			1					1
Zotu9738				1		2		
Zotu7258	1				2			
Zotu7969					1		1	1
Zotu19189								
Zotu558	7	4	13	12	9	5	8	6
Zotu5878	2	2		1		1	1	
Zotu10004								
Zotu7079	1			2	1	2	1	1
Zotu9333	1			1			1	
Zotu975	4	10	5	3	8	9	2	12
Zotu12740							2	
Zotu5276			2	1	1	4	1	
Zotu8972	2			1		1		3
Zotu6062		2						1
Zotu8256		1		2	1			2
Zotu15466			3					1
Zotu1407	1	6	8	6	10	2	2	6
Zotu8122			2	1	1	1	1	
Zotu16141		1		1			2	
Zotu9160			1			2		2
Zotu9997								2
Zotu19443		1						
Zotu18894		2						
Zotu17943	1			1		4		1
Zotu12360	1							
Zotu15613								
Zotu18215								
Zotu7900		1	1	1	1		2	4
Zotu20575								
Zotu12302								
Zotu12931								
Zotu14015		1	2					1
Zotu2621	1	1	1	3	1	9		1
Zotu12488			1	3				
Zotu3633			3	1			3	
Zotu12607					3			
Zotu19765								
Zotu18466								
Zotu5417		1				1	1	
Zotu9562								
Zotu20558								
Zotu18092		1						
Zotu16892		1						
Zotu9926								
Zotu15889								
Zotu14595								
Zotu3100		4	1		3			
Zotu13420	1							
Zotu17805								
Zotu19812								
Zotu13908		2	1			1		2
Zotu18483								
Zotu4469								
Zotu7150			1		1	2		
Zotu4927	2	2	1		1	1	4	
Zotu18926								
Zotu6695	1		1					1
Zotu7851		2				1		
Zotu19248			1			1		
Zotu16723								
Zotu13864						1	1	
Zotu18412								
Zotu3927		3	5		5	3	2	1
Zotu5612		1						
Zotu9778	1	1	1		1		1	1
Zotu11856								
Zotu16984							2	2
Zotu9906			1			2	2	1
Zotu13124								
Zotu19734							2	
Zotu812	1	2	9	4	6	8	15	8
Zotu4220		4	2			3	1	2
Zotu8355	1	1			1	1	2	
Zotu11294			3		1			1
Zotu11672				3	1	2	3	1
Zotu18489								1
Zotu4258				2		2		4
Zotu15209								
Zotu13183						2	2	1
Zotu14769								
Zotu15532			1		1			
Zotu19270								
Zotu18269								
Zotu13488			3					
Zotu15720			1					
Zotu5711	2	1					1	1
Zotu11781								
Zotu12307								1
Zotu19267							1	
Zotu20547								
Zotu12332				1		1	1	2
Zotu17489						1		
Zotu6909								
Zotu13931								
Zotu18075						2		
Zotu7664			2				1	1
Zotu6746		2			2		8	
Zotu10928				4				
Zotu14995								
Zotu2987			1	5	5	1	4	7
Zotu1189	5	2	4	6	7	19	11	13
Zotu4908		1	3		1		9	
Zotu3166	6	2	4	3	1	5	2	6
Zotu3620	2	2		3	3	4	1	
Zotu1399	2	4		1		8	2	9
Zotu20837								
Zotu12291	1							
Zotu1048	9		17	3	9	23	20	11
Zotu13919								
Zotu18002		1				1		
Zotu6897			1					
Zotu10332								
Zotu11674								
Zotu20324							1	
Zotu18744		1						
Zotu12763			3					
Zotu6913			3			2		
Zotu9109	2							
Zotu20236								
Zotu270	18	39	63	43	25	27	56	36
Zotu352	8	38	52	27	28	39	58	47
Zotu12150			2					
Zotu5233		1			1	3	2	
Zotu20098								
Zotu7810	2			2		2	2	
Zotu18095						1		
Zotu20741								
Zotu19180								
Zotu20138								
Zotu6363				1		2	2	2
Zotu10300			2			1		1
Zotu1208	6	2	6	8	2	10	12	21
Zotu13231			2					
Zotu3270	2	2	3	1	2	10	3	3
Zotu52	97	66	147	131	27	162	170	286
Zotu16879	2	4	5	8		5	3	5
Zotu7033		2		2			3	
Zotu4862			2				1	
Zotu517	12	23	28	11	2	26	18	10
Zotu5666	1		5			6	5	
Zotu882	5	14	11	2	2	13	15	13
Zotu3450	2		3	2			1	3
Zotu14903								
Zotu18787								
Zotu7440	1			1				1
Zotu1904	5	2						3
Zotu10090	1			2				
Zotu4090				1				
Zotu11556		3						
Zotu6332				2	1	1		
Zotu2310	2	1	1	1	2			4
Zotu7585	1		3				1	
Zotu6928								2
Zotu8799						1		
Zotu18003				2			1	
Zotu4196	1							
Zotu6686		1	1		1			
Zotu4789	3				1	1	2	1
Zotu18263								1
Zotu3235	3	1	1			4	4	3
Zotu13677	1							
Zotu12494				1		1		
Zotu3132		3		1	1	2	1	1
Zotu10524						1		
Zotu12682					2			
Zotu5812	3					3	1	
Zotu604	9	4	6	6	4	3	4	8
Zotu19344			1					1
Zotu1190	3	3	13	11	7	11	15	8
Zotu4607	1			2	1	1	4	2
Zotu10436						1		
Zotu182	22	47	73	63	13	59	85	64
Zotu1853	13	5	8	7	2	4	3	6
Zotu1172	1	6	2	1	2	3	1	8
Zotu18035								
Zotu5728				1				
Zotu7332			1	1				
Zotu10976								
Zotu4503								
Zotu5252								
Zotu15073	2							
Zotu3063								
Zotu12971								
Zotu12411					1			
Zotu6118						1		
Zotu16101		1						
Zotu13291								
Zotu18032								
Zotu2033			4	1	2	5	1	2
Zotu4652		2	1			1		
Zotu7919			1	1		2		2
Zotu6821		1	1	1			1	2
Zotu9356						1		
Zotu11841								
Zotu4592	1	4				2		
Zotu2041		2	1	1		2	5	5
Zotu13373								
Zotu17335								
Zotu1799								3
Zotu4050								
Zotu16575				1				
Zotu7771			1	1			1	2
Zotu12375			1	1			2	1
Zotu14140								1
Zotu14226								
Zotu17594								
Zotu4515		5	1		2	1	1	3
Zotu8133								1
Zotu11180	1				3		3	
Zotu1731	2	1	4	3		5	7	4
Zotu4408	2					1		
Zotu13796								
Zotu18080				1				
Zotu10475	1		4					
Zotu7785								
Zotu6857			1				6	5
Zotu17504	1		2	1			1	
Zotu7726				5		5		2
Zotu2448				2				
Zotu20830								
Zotu1032								
Zotu6469								
Zotu3274								
Zotu17574								
Zotu9930								
Zotu6600		3	4			1	6	
Zotu5958				1		2	3	
Zotu8679	2				1			1
Zotu9877		1						
Zotu121	33	23	48	45	48	76	121	67
Zotu13739			1					
Zotu20605		1	3	2		1	4	5
Zotu3369	2	7			2	4	5	2
Zotu3699	2		4	2	4	2	3	
Zotu1160	2	12	11	3	5	12	10	18
Zotu90	23	55	83	47	30	117	86	98
Zotu4807	2	1	2	1	1	5	7	3
Zotu16809	1		3			3		
Zotu18276								
Zotu637	4	11	23	16	4	22	28	27
Zotu5935	2		5	2		3	6	
Zotu11149	4					2		
Zotu9019	1	2		2				
Zotu6454		1	1			3		
Zotu183	41	56	59	22	12	56	25	62
Zotu9399	1		2					1
Zotu2209	6	9	3	8		4	3	1
Zotu1437	5	6	13	6	2	7	12	12
Zotu20418			1				3	2
Zotu4162	1	3	4		1	1	1	6
Zotu1965	7	14	6	5	1	12	9	7
Zotu11673	2	4		1		2		5
Zotu12765					1	2		3
Zotu2440	9	5	6	4	2	4	23	6
Zotu12563			1					
Zotu17701			1			1		1
Zotu1561	4	3	19	8	1	3	9	4
Zotu3017	2	3	4	3		3		3
Zotu16292			1			4		
Zotu2436	4	1	7	9	1	7		1
Zotu571	17	31	68	34	7	22	12	26
Zotu8185	1		2			2	4	
Zotu10124	1					1	2	2
Zotu2177	8	6	18	14		13	16	10
Zotu5107	1					1	5	3
Zotu3188	3	2	2				4	5
Zotu5706			9		3			1
Zotu14985		1	2			2		2
Zotu4570		4	1		2			
Zotu16158								
Zotu15159								
Zotu11474					1			1
Zotu10625								
Zotu13281								
Zotu13384								
Zotu10293		1						
Zotu10951			2					
Zotu17306								
Zotu16841								
Zotu2830								
Zotu11811								
Zotu19838								
Zotu14295								
Zotu16833								
Zotu7863								
Zotu12203								
Zotu8634								
Zotu5121						2	1	
Zotu20089								
Zotu17172								
Zotu18931								
Zotu2885		4	2	5	1	7		4
Zotu5313			4			2		4
Zotu2183	5	9	2	6		5	1	1
Zotu13873								
Zotu9682		1				1		1
Zotu10036								
Zotu925		1						
Zotu2320			6					
Zotu17456								
Zotu4779	1				1	4		2
Zotu15176								
Zotu5155				3				
Zotu9979								
Zotu10981								
Zotu8008				1				
Zotu16941								
Zotu17747							2	
Zotu3786	3	6	4	5		5	2	1
Zotu4033	2			2	1	2	1	2
Zotu15194		3				1		2
Zotu175	42	42	64	32	15	47	55	55
Zotu6380	5	2	8			1	1	
Zotu399	31	34	19	10	12	15	15	18
Zotu4582	1		2		4			1
Zotu12321		2	2	1			1	2
Zotu7684			4	4			1	2
Zotu19914								
Zotu1235		5	6	5	2	10	11	8
Zotu597	13	21	23	7	8	17	17	12
Zotu4302						1	4	2
Zotu1923	3	1		1	2	11	3	2
Zotu4425	1	1	1	1			9	3
Zotu3167	1		2					1
Zotu15828								
Zotu3651				2		1		1
Zotu3606		4	2					2
Zotu1668	4	1	4	1	2	1		4
Zotu3754	1	1				3	2	
Zotu4897								
Zotu8723								
Zotu7588	1		2	1				1
Zotu118	64	53	87	81	27	22	21	36
Zotu1503	11	3	11	7	2	4	7	6
Zotu254	54	31	47	39	11	29	26	35
Zotu4012								
Zotu6252			1			3		
Zotu14072								
Zotu1752	7	2	9	4	1	8	10	4
Zotu2965	4	2	1	2	1	4	3	5
Zotu17657			1			2	2	1
Zotu2222	4	2	8	5		8	3	3
Zotu20629		2						
Zotu10778						2		
Zotu12421				1		1		3
Zotu10350	2					1	1	3
Zotu14900								
Zotu16403					1			
Zotu6745		1				1		
Zotu375	4	5	14	22	4	9	15	10
Zotu696	3	1	2	7	6	7	10	6
Zotu1059	3	2	4	5	4	5	5	3
Zotu3758	1	1	4		1	1	1	
Zotu2152	2	1	7	8	2	1	1	1
Zotu1997	2	2	7	5	1	5	8	3
Zotu2769	4	1		5	1		5	
Zotu10021		1	2	1		2		
Zotu10412							1	
Zotu6717	1		1			5	2	2
Zotu8523				1				
Zotu12241							1	3
Zotu4073	2	2	5			2		2
Zotu1290	6	8	9	7	5	7	9	11
Zotu613	1	11	14	9	4	12	29	33
Zotu3427	1	1		1		2	3	
Zotu9369								
Zotu10751								
Zotu10859								1
Zotu2063	1		1	1		2		8
Zotu10068								
Zotu17345								
Zotu18959								
Zotu5103				1				
Zotu16316								
Zotu11309								
Zotu6798			1			1		2
Zotu10049							3	
Zotu1223	2	5			1		3	1
Zotu4473	5	1	4	1	1	2	3	
Zotu5894						2	3	
Zotu10598	1	1				4	3	
Zotu16389	2							
Zotu14800		1						
Zotu1220	1	1	2	3	4	7	11	8
Zotu15847								
Zotu1562	6	2	4	8		13	11	7
Zotu10980								1
Zotu742	11	8	15	11	4	26	31	21
Zotu1616	2	1	1	6	2	11	5	3
Zotu670	8	12	12	17	4	24	22	5
Zotu3575	5	2	5	5	1	4	3	1
Zotu1456	6	6	3	1	2	7	11	12
Zotu2213	3	6	11	4	3	3	11	5
Zotu423	4	10	34	14	6	11	11	14
Zotu14843								
Zotu7678		1	2	1			1	
Zotu18065								3
Zotu5676			1	4	1	2	2	4
Zotu3782								
Zotu8910								
Zotu463	6	3	4	3		14	7	5
Zotu5158						2		
Zotu6237							3	
Zotu13273							1	
Zotu16395								
Zotu10718	1							1
Zotu2975		4		2			1	
Zotu6583	2	1			3		1	
Zotu13298						1		
Zotu18690						1		
Zotu11933						1		
Zotu20430								
Zotu2902	2	3	4	1	1	1	4	1
Zotu1905	5		7	4		4	7	7
Zotu6428				1		1		
Zotu9722					1			
Zotu2334	2	1	8	1	1	3	2	1
Zotu1316	4	7	9	7	3	6	3	9
Zotu14918			2			2	1	
Zotu15392							1	
Zotu12385		2			1	1		
Zotu2339	2		1	1		1		
Zotu753	7	2	4	1	2	6	7	6
Zotu10548								1
Zotu4715			2	3		2	1	
Zotu10755								
Zotu19566			1					
